,"Powersmiths Head Office","Powersmiths Head Office","Powersmiths Head Office","Powersmiths Head Office","Powersmiths Head Office","Powersmiths Head Office","Powersmiths Head Office","Powersmiths Head Office"
"READING_DATE","Forge Hallway - Temperature","Forge Room - Temperature","IT Closet-Temperature","Temp South Wall","Temp.Coil_A","Temp.Coil_B","Temp.Coil_C","Temperature North Wall"
03/01/2011 00:00:00,18.31667,20.49167,25.57500,-4.23333,,,,-1.61667
03/01/2011 01:00:00,18.05000,20.23333,25.25000,-4.61667,,,,-1.97500
03/01/2011 02:00:00,17.83333,19.98333,25.00000,-5.09167,,,,-1.90000
03/01/2011 03:00:00,17.65833,19.72500,24.72500,-5.82500,,,,-1.67500
03/01/2011 04:00:00,17.43333,19.50833,24.50000,-6.11667,,,,-2.84167
03/01/2011 05:00:00,17.50833,19.34167,24.35000,-6.20000,,,,-3.04167
03/01/2011 06:00:00,17.77500,19.38333,24.27500,-5.89167,,,,-2.90000
03/01/2011 07:00:00,20.39167,22.90833,24.85000,-2.20000,,,,-2.30833
03/01/2011 08:00:00,21.80833,24.00833,25.96667,2.65000,,,,-1.28333
03/01/2011 09:00:00,22.30833,24.13333,26.73333,8.77500,,,,0.49167
03/01/2011 10:00:00,20.92500,21.82500,26.89167,9.00000,,,,1.65833
03/01/2011 11:00:00,22.00833,23.53333,27.31667,10.39167,,,,2.48333
03/01/2011 12:00:00,22.44167,23.50000,27.65833,12.06667,,,,3.52500
03/01/2011 13:00:00,23.67500,24.05833,28.03333,11.39167,,,,3.70833
03/01/2011 14:00:00,24.60000,24.35833,28.37500,11.66667,,,,4.60000
03/01/2011 15:00:00,25.33333,24.65833,28.60833,10.75833,,,,5.50000
03/01/2011 16:00:00,25.33333,25.35000,29.01667,9.70000,,,,5.65833
03/01/2011 17:00:00,24.58333,25.06667,29.25000,4.70833,,,,4.71667
03/01/2011 18:00:00,22.73333,24.15833,28.90833,1.01667,,,,2.94167
03/01/2011 19:00:00,21.48333,23.21667,28.29167,0.07500,,,,2.36667
03/01/2011 20:00:00,20.54167,22.40833,27.57500,-0.26667,,,,2.09167
03/01/2011 21:00:00,19.86667,21.81667,26.99167,-0.18333,,,,2.09167
03/01/2011 22:00:00,19.33333,21.31667,26.46667,1.10833,,,,2.69167
03/01/2011 23:00:00,18.77500,20.80833,26.04167,1.80000,,,,3.30833
03/02/2011 00:00:00,18.30000,20.34167,25.60833,1.77500,,,,3.21667
03/02/2011 01:00:00,17.90000,19.98333,25.20833,1.75000,,,,3.31667
03/02/2011 02:00:00,17.76667,19.73333,24.89167,1.40833,,,,3.20833
03/02/2011 03:00:00,17.60833,19.57500,24.67500,1.29167,,,,2.95833
03/02/2011 04:00:00,17.60000,19.51667,24.53333,1.50833,,,,3.00000
03/02/2011 05:00:00,17.70000,19.54167,24.49167,1.45833,,,,2.31667
03/02/2011 06:00:00,17.97500,19.61667,24.55000,1.25000,,,,1.18333
03/02/2011 07:00:00,20.39167,23.03333,25.18333,2.08333,,,,0.12500
03/02/2011 08:00:00,21.46667,22.95000,26.19167,2.72500,,,,-1.54167
03/02/2011 09:00:00,21.45000,22.09167,26.38333,5.88333,,,,-2.36667
03/02/2011 10:00:00,21.51667,22.24167,26.60000,8.08333,,,,-3.62500
03/02/2011 11:00:00,22.19167,23.37500,26.85000,10.50000,,,,-4.04167
03/02/2011 12:00:00,22.83333,23.37500,27.34167,12.29167,,,,-3.85833
03/02/2011 13:00:00,23.13333,23.29167,27.44167,9.57500,,,,-3.73333
03/02/2011 14:00:00,23.65000,23.31667,27.50000,7.92500,,,,-4.15000
03/02/2011 15:00:00,24.16667,23.57500,27.59167,2.60833,,,,-3.58333
03/02/2011 16:00:00,24.10833,23.80000,27.76667,-1.78333,,,,-3.22500
03/02/2011 17:00:00,23.29167,23.52500,27.76667,-3.41667,,,,-4.45000
03/02/2011 18:00:00,21.18333,22.68333,27.32500,-4.53333,,,,-6.09167
03/02/2011 19:00:00,19.75000,21.78333,26.49167,-6.85000,,,,-6.50833
03/02/2011 20:00:00,19.12500,21.13333,25.88333,-7.74167,,,,-6.24167
03/02/2011 21:00:00,18.60833,20.60833,25.35833,-8.35000,,,,-5.99167
03/02/2011 22:00:00,18.19167,20.22500,24.91667,-8.93333,,,,-5.37500
03/02/2011 23:00:00,17.82500,19.84167,24.66667,-9.15000,,,,-6.00000
03/03/2011 00:00:00,17.62500,19.57500,24.40000,-9.55000,,,,-6.95000
03/03/2011 01:00:00,17.44167,19.35833,24.16667,-10.08333,,,,-7.18333
03/03/2011 02:00:00,18.01667,20.31667,24.25000,-10.41667,,,,-6.90000
03/03/2011 03:00:00,17.42500,19.31667,23.99167,-10.50000,,,,-6.89167
03/03/2011 04:00:00,17.97500,20.32500,24.01667,-10.75000,,,,-6.72500
03/03/2011 05:00:00,17.53333,19.28333,23.85833,-10.50833,,,,-6.70833
03/03/2011 06:00:00,17.90833,19.21667,23.80000,-10.32500,,,,-6.77500
03/03/2011 07:00:00,20.38333,22.89167,24.54167,-5.15833,,,,-7.35833
03/03/2011 08:00:00,21.68333,23.96667,25.80000,2.51667,,,,-6.05833
03/03/2011 09:00:00,21.50833,22.56667,26.13333,7.61667,,,,-3.48333
03/03/2011 10:00:00,21.82500,22.69167,26.60000,8.77500,,,,-2.17500
03/03/2011 11:00:00,22.10000,22.75833,26.95833,8.95833,,,,-1.48333
03/03/2011 12:00:00,22.73333,23.07500,27.32500,8.87500,,,,-0.11667
03/03/2011 13:00:00,23.27500,23.41667,27.69167,5.15000,,,,0.61667
03/03/2011 14:00:00,23.05000,23.49167,27.88333,3.52500,,,,1.41667
03/03/2011 15:00:00,22.58333,23.36667,27.99167,0.14167,,,,0.59167
03/03/2011 16:00:00,22.27500,23.18333,27.85833,-1.08333,,,,-0.30833
03/03/2011 17:00:00,21.95000,22.95833,27.70833,-2.49167,,,,-0.96667
03/03/2011 18:00:00,20.88333,22.49167,27.35000,-3.54167,,,,-1.67500
03/03/2011 19:00:00,19.82500,21.79167,26.67500,-3.97500,,,,-1.88333
03/03/2011 20:00:00,19.11667,21.24167,26.00833,-3.96667,,,,-1.85000
03/03/2011 21:00:00,18.73333,20.80833,25.54167,-4.03333,,,,-1.91667
03/03/2011 22:00:00,18.52500,20.50833,25.19167,-3.91667,,,,-1.70833
03/03/2011 23:00:00,18.34167,20.25833,25.02500,-3.43333,,,,-1.20833
03/04/2011 00:00:00,18.13333,20.01667,24.85000,-3.01667,,,,-0.96667
03/04/2011 01:00:00,18.10000,19.85833,24.70000,-2.93333,,,,-0.78333
03/04/2011 02:00:00,17.95833,19.69167,24.54167,-2.75000,,,,-0.55000
03/04/2011 03:00:00,17.86667,19.60833,24.40000,-2.76667,,,,-0.41667
03/04/2011 04:00:00,17.80833,19.60000,24.34167,-3.03333,,,,-0.48333
03/04/2011 05:00:00,17.96667,19.57500,24.21667,-3.16667,,,,-0.48333
03/04/2011 06:00:00,18.38333,19.63333,24.34167,-3.13333,,,,-0.50833
03/04/2011 07:00:00,20.65833,22.99167,25.04167,-1.19167,,,,0.05833
03/04/2011 08:00:00,21.63333,23.23333,26.13333,3.57500,,,,1.61667
03/04/2011 09:00:00,21.85833,22.47500,26.50000,9.44167,,,,3.66667
03/04/2011 10:00:00,22.12500,22.86667,26.90833,9.45000,,,,5.35833
03/04/2011 11:00:00,22.26667,23.10000,27.27500,8.11667,,,,6.09167
03/04/2011 12:00:00,22.34167,24.59167,27.78333,5.59167,,,,5.70833
03/04/2011 13:00:00,22.10833,24.42500,28.28333,5.35833,,,,5.95000
03/04/2011 14:00:00,21.57500,22.67500,27.95000,3.45000,,,,5.40000
03/04/2011 15:00:00,21.26667,22.04167,27.56667,2.13333,,,,4.38333
03/04/2011 16:00:00,21.70000,22.45833,27.49167,2.01667,,,,4.19167
03/04/2011 17:00:00,21.65833,22.50000,27.50000,2.21667,,,,4.45000
03/04/2011 18:00:00,21.08333,22.31667,27.31667,2.23333,,,,4.57500
03/04/2011 19:00:00,20.47500,22.04167,26.95833,2.33333,,,,4.70000
03/04/2011 20:00:00,19.96667,21.79167,26.64167,2.86667,,,,4.97500
03/04/2011 21:00:00,19.57500,21.47500,26.28333,2.64167,,,,5.04167
03/04/2011 22:00:00,19.29167,21.15000,25.97500,2.74167,,,,5.06667
03/04/2011 23:00:00,19.05000,20.85833,25.85833,2.71667,,,,5.10000
03/05/2011 00:00:00,18.85833,20.67500,25.64167,2.60000,,,,5.06667
03/05/2011 01:00:00,18.78333,20.50833,25.41667,2.40000,,,,4.64167
03/05/2011 02:00:00,18.69167,20.40000,25.30833,2.35833,,,,4.85833
03/05/2011 03:00:00,18.60000,20.30833,25.20000,2.34167,,,,4.87500
03/05/2011 04:00:00,18.55833,20.21667,25.08333,2.40833,,,,5.01667
03/05/2011 05:00:00,18.55833,20.11667,25.00000,2.43333,,,,4.95000
03/05/2011 06:00:00,19.03333,20.19167,25.01667,2.60000,,,,4.96667
03/05/2011 07:00:00,18.95833,20.31667,25.07500,3.11667,,,,5.23333
03/05/2011 08:00:00,18.78333,20.28333,24.99167,4.03333,,,,5.95833
03/05/2011 09:00:00,18.67500,20.22500,24.90000,4.36667,,,,6.21667
03/05/2011 10:00:00,18.62500,20.19167,24.83333,5.71667,,,,7.35833
03/05/2011 11:00:00,18.54167,20.11667,24.80000,6.36667,,,,8.05000
03/05/2011 12:00:00,18.55833,20.10000,24.80000,6.76667,,,,8.46667
03/05/2011 13:00:00,18.49167,20.02500,24.79167,6.96667,,,,8.70833
03/05/2011 14:00:00,18.50833,20.01667,24.78333,7.06667,,,,8.96667
03/05/2011 15:00:00,18.55833,20.03333,24.80000,7.10833,,,,9.04167
03/05/2011 16:00:00,18.64167,20.05000,24.79167,7.00000,,,,8.95000
03/05/2011 17:00:00,18.69167,20.03333,24.80000,6.01667,,,,6.10000
03/05/2011 18:00:00,18.96667,20.01667,24.76667,5.04167,,,,3.50833
03/05/2011 19:00:00,18.76667,19.96667,24.76667,4.55833,,,,2.87500
03/05/2011 20:00:00,18.64167,19.80833,24.61667,4.65833,,,,2.40833
03/05/2011 21:00:00,18.52500,19.63333,24.53333,4.98333,,,,1.75000
03/05/2011 22:00:00,18.08333,19.40833,24.35000,4.54167,,,,0.68333
03/05/2011 23:00:00,18.50833,20.26667,24.47500,3.85000,,,,-0.49167
03/06/2011 00:00:00,18.38333,20.14167,24.45833,3.60000,,,,-1.54167
03/06/2011 01:00:00,18.22500,20.09167,24.45833,3.13333,,,,-2.66667
03/06/2011 02:00:00,18.21667,19.84167,24.49167,2.80000,,,,-3.41667
03/06/2011 03:00:00,18.38333,20.34167,24.47500,2.47500,,,,-4.10000
03/06/2011 04:00:00,18.38333,20.30833,24.43333,2.21667,,,,-5.03333
03/06/2011 05:00:00,18.45833,20.22500,24.35833,1.66667,,,,-5.33333
03/06/2011 06:00:00,18.29167,19.32500,24.23333,0.64167,,,,-5.69167
03/06/2011 07:00:00,18.57500,20.25833,24.36667,0.70833,,,,-5.68333
03/06/2011 08:00:00,18.12500,19.70833,24.30833,-0.00833,,,,-5.24167
03/06/2011 09:00:00,18.81667,20.55000,24.43333,1.53333,,,,-4.70000
03/06/2011 10:00:00,,,,3.05000,,,,-4.36667
03/06/2011 11:00:00,,,,4.88333,,,,-3.65833
03/06/2011 12:00:00,,,,5.55000,,,,-3.30000
03/06/2011 13:00:00,,,,5.91667,,,,-2.18333
03/06/2011 14:00:00,,,,6.25000,,,,-1.92500
03/06/2011 15:00:00,,,,5.44167,,,,-1.84167
03/06/2011 16:00:00,,,,3.84167,,,,-1.87500
03/06/2011 17:00:00,,,,2.54167,,,,-2.04167
03/06/2011 18:00:00,,,,0.10833,,,,-3.46667
03/06/2011 19:00:00,,,,-1.30000,,,,-4.36667
03/06/2011 20:00:00,,,,-2.48333,,,,-4.76667
03/06/2011 21:00:00,,,,-3.88333,,,,-4.85833
03/06/2011 22:00:00,,,,-5.37500,,,,-4.65000
03/06/2011 23:00:00,,,,-5.58333,,,,-5.43333
03/07/2011 00:00:00,,,,-5.99167,,,,-5.81667
03/07/2011 01:00:00,,,,-6.09167,,,,-7.03333
03/07/2011 02:00:00,,,,-7.92500,,,,-7.65833
03/07/2011 03:00:00,,,,-8.75000,,,,-8.10833
03/07/2011 04:00:00,,,,-8.98333,,,,-8.66667
03/07/2011 05:00:00,,,,-9.93333,,,,-9.30000
03/07/2011 06:00:00,,,,-10.08333,,,,-9.28333
03/07/2011 07:00:00,20.53333,22.95000,24.63333,-6.55000,,,,-9.30833
03/07/2011 08:00:00,21.57500,22.86667,25.72500,1.22500,,,,-8.62500
03/07/2011 09:00:00,21.69167,22.63333,26.18333,5.32500,,,,-7.20000
03/07/2011 10:00:00,21.56667,22.25000,28.10833,9.58333,,,,-5.48333
03/07/2011 11:00:00,22.05833,22.26667,30.82500,11.78333,,,,-3.79167
03/07/2011 12:00:00,22.82500,22.46667,31.50833,12.95000,,,,-3.00833
03/07/2011 13:00:00,23.85833,23.77500,30.43333,12.03333,,,,-1.94167
03/07/2011 14:00:00,24.84167,24.25833,30.40000,11.87500,,,,-0.69167
03/07/2011 15:00:00,25.55833,24.78333,30.53333,6.74167,,,,0.08333
03/07/2011 16:00:00,25.48333,25.90000,30.84167,3.78333,,,,0.52500
03/07/2011 17:00:00,25.25000,25.25833,31.06667,1.28333,,,,-0.03333
03/07/2011 18:00:00,23.10000,24.15833,30.71667,-1.76667,,,,-1.90000
03/07/2011 19:00:00,21.18333,22.87500,29.93333,-3.42500,,,,-3.08333
03/07/2011 20:00:00,20.06667,21.90000,29.06667,-4.41667,,,,-3.03333
03/07/2011 21:00:00,19.38333,21.20000,28.30833,-5.49167,,,,-3.46364
03/07/2011 22:00:00,18.94167,20.68333,27.78333,-6.37500,,,,-4.50000
03/07/2011 23:00:00,18.59167,20.29167,27.43333,-6.85833,,,,-4.48333
03/08/2011 00:00:00,18.29167,19.96667,27.09167,-6.64167,,,,-4.50000
03/08/2011 01:00:00,18.02500,19.65833,26.80000,-6.45833,,,,-4.65000
03/08/2011 02:00:00,17.90000,19.47500,26.52500,-6.02500,,,,-4.04167
03/08/2011 03:00:00,17.78333,19.30000,26.29167,-5.89167,,,,-4.00833
03/08/2011 04:00:00,17.71667,19.21667,26.14167,-6.36667,,,,-4.06667
03/08/2011 05:00:00,17.79167,19.10833,26.00833,-6.03333,,,,-3.86667
03/08/2011 06:00:00,18.30000,19.15833,26.04167,-5.34167,,,,-3.27500
03/08/2011 07:00:00,20.55833,22.64167,26.59167,-3.52500,,,,-3.05000
03/08/2011 08:00:00,21.45000,22.72500,27.62500,2.00833,,,,-1.74167
03/08/2011 09:00:00,21.58333,21.80833,28.00833,2.69167,,,,-0.25833
03/08/2011 10:00:00,21.82500,21.85833,28.35000,2.18333,,,,0.93333
03/08/2011 11:00:00,22.84167,23.61667,28.80833,6.26667,,,,2.07500
03/08/2011 12:00:00,23.23333,23.00833,29.29167,8.00833,,,,2.89167
03/08/2011 13:00:00,24.01667,23.25833,29.78333,7.72500,,,,2.63333
03/08/2011 14:00:00,25.10833,24.00000,29.93333,7.20000,,,,2.74167
03/08/2011 15:00:00,25.96667,24.35833,30.12500,3.45833,,,,2.99167
03/08/2011 16:00:00,25.65000,24.59167,30.32500,2.19167,,,,2.92500
03/08/2011 17:00:00,24.55000,24.36667,30.35000,1.20833,,,,2.27500
03/08/2011 18:00:00,22.69167,23.66667,30.05000,0.12500,,,,1.25000
03/08/2011 19:00:00,21.32500,22.78333,29.46667,-0.45000,,,,0.70000
03/08/2011 20:00:00,20.54167,22.15000,28.85000,-0.54167,,,,0.61667
03/08/2011 21:00:00,19.95000,21.66667,28.32500,-0.35000,,,,1.05000
03/08/2011 22:00:00,19.60833,21.26667,27.91667,-0.35000,,,,0.75000
03/08/2011 23:00:00,19.40000,20.97500,27.69167,-0.30000,,,,0.90000
03/09/2011 00:00:00,19.15833,20.68333,27.49167,-0.62500,,,,0.76667
03/09/2011 01:00:00,19.00000,20.45833,27.23333,-1.00000,,,,0.40833
03/09/2011 02:00:00,18.80833,20.25833,27.01667,-1.25000,,,,0.34167
03/09/2011 03:00:00,18.61667,20.03333,26.84167,-0.90000,,,,0.61818
03/09/2011 04:00:00,18.53333,19.96667,26.67500,-0.53333,,,,1.05000
03/09/2011 05:00:00,18.61667,19.86667,26.60000,-0.29167,,,,1.07273
03/09/2011 06:00:00,19.15833,19.95000,26.62500,0.77500,,,,1.55000
03/09/2011 07:00:00,20.88333,22.70833,27.07500,1.15000,,,,2.16667
03/09/2011 08:00:00,21.41667,22.47500,27.76667,1.90833,,,,2.96667
03/09/2011 09:00:00,21.99167,23.71667,28.17500,2.45000,,,,3.44167
03/09/2011 10:00:00,21.96667,22.61667,28.55000,2.86667,,,,3.95833
03/09/2011 11:00:00,22.09167,22.47500,28.85000,1.43636,,,,3.68333
03/09/2011 12:00:00,22.05833,22.43333,28.95000,1.14545,,,,3.16667
03/09/2011 13:00:00,22.66667,23.66667,29.11667,0.51667,,,,2.55000
03/09/2011 14:00:00,22.74167,24.22500,29.45833,0.60833,,,,2.15833
03/09/2011 15:00:00,22.73333,24.01667,29.35000,0.51667,,,,2.30833
03/09/2011 16:00:00,22.43333,23.45833,29.30833,0.32500,,,,1.89167
03/09/2011 17:00:00,21.63333,23.40000,28.90833,0.35000,,,,1.73333
03/09/2011 18:00:00,21.49167,22.93333,28.87500,0.35833,,,,1.92500
03/09/2011 19:00:00,20.84167,22.25000,28.45833,0.51667,,,,2.15455
03/09/2011 20:00:00,20.28333,21.85833,28.11667,1.25000,,,,2.56667
03/09/2011 21:00:00,19.80000,21.46667,27.70833,1.66667,,,,3.49167
03/09/2011 22:00:00,19.50000,21.12500,27.38333,1.95833,,,,4.24545
03/09/2011 23:00:00,19.25833,20.86667,27.18333,2.08333,,,,3.89167
03/10/2011 00:00:00,19.07500,20.66667,26.98333,2.25000,,,,4.07500
03/10/2011 01:00:00,18.99167,20.45833,26.81667,2.40833,,,,4.27500
03/10/2011 02:00:00,18.93333,20.37500,26.67500,2.65833,,,,4.58333
03/10/2011 03:00:00,18.87500,20.29167,26.56667,2.73333,,,,4.75000
03/10/2011 04:00:00,18.82500,20.24167,26.49167,2.85833,,,,4.74167
03/10/2011 05:00:00,18.96667,20.28333,26.49167,2.78333,,,,4.46667
03/10/2011 06:00:00,19.30833,20.35833,26.58333,2.76667,,,,4.40000
03/10/2011 07:00:00,20.95455,22.73636,27.02727,2.79167,,,,4.43636
03/10/2011 08:00:00,21.06667,21.71667,27.58333,3.07778,,,,4.83333
03/10/2011 09:00:00,21.98182,23.50000,27.99091,3.49167,,,,5.00000
03/10/2011 10:00:00,21.53333,22.61667,28.25833,3.73333,,,,5.29167
03/10/2011 11:00:00,21.49167,22.44167,28.39167,4.20000,,,,5.75833
03/10/2011 12:00:00,21.44167,22.35833,28.40000,4.45833,,,,5.96667
03/10/2011 13:00:00,21.80000,23.31667,28.46667,4.32500,,,,5.82500
03/10/2011 14:00:00,21.70000,23.21667,28.79167,4.35833,,,,5.77500
03/10/2011 15:00:00,21.49167,23.39167,29.25833,4.63333,,,,5.77500
03/10/2011 16:00:00,21.60833,22.79167,29.30833,5.28333,,,,6.42500
03/10/2011 17:00:00,21.49167,22.65833,29.20000,5.12500,,,,6.40833
03/10/2011 18:00:00,21.10833,22.51667,28.45833,4.93333,,,,6.72500
03/10/2011 19:00:00,20.62500,22.09167,27.90833,4.73333,,,,6.30000
03/10/2011 20:00:00,20.20000,21.72500,27.44167,4.49167,,,,6.07500
03/10/2011 21:00:00,19.88333,21.39167,27.05000,4.54167,,,,5.74167
03/10/2011 22:00:00,19.56667,21.15000,26.77500,3.95833,,,,5.42500
03/10/2011 23:00:00,19.30833,20.84167,26.55000,4.08333,,,,4.66667
03/11/2011 00:00:00,19.03333,20.60000,26.35000,3.40000,,,,4.71667
03/11/2011 01:00:00,18.95833,20.40000,26.14167,4.88333,,,,4.29167
03/11/2011 02:00:00,18.74167,20.13333,25.95833,3.43333,,,,4.54167
03/11/2011 03:00:00,18.71667,20.09167,25.83333,3.25833,,,,4.80000
03/11/2011 04:00:00,18.62500,20.02500,25.73333,3.40833,,,,4.14167
03/11/2011 05:00:00,18.52500,20.00000,25.68333,3.03333,,,,4.47500
03/11/2011 06:00:00,19.13333,20.05000,25.70000,3.39167,,,,4.78333
03/11/2011 07:00:00,20.88333,22.78333,26.33333,5.46667,,,,5.35000
03/11/2011 08:00:00,21.31667,22.66667,26.91667,2.80833,,,,5.49167
03/11/2011 09:00:00,21.05833,22.10000,27.22500,2.75833,,,,5.32500
03/11/2011 10:00:00,21.05000,22.58333,27.35000,3.70000,,,,5.97500
03/11/2011 11:00:00,21.16667,22.16667,27.41667,5.01667,,,,6.87500
03/11/2011 12:00:00,21.02500,22.19167,27.46667,4.99167,,,,6.82500
03/11/2011 13:00:00,21.00000,22.22500,27.47500,5.10000,,,,6.78333
03/11/2011 14:00:00,20.85000,22.23333,27.50833,3.99167,,,,6.25833
03/11/2011 15:00:00,20.82500,22.10000,27.52500,3.60833,,,,5.75833
03/11/2011 16:00:00,20.75833,21.93333,27.43333,3.25833,,,,5.19167
03/11/2011 17:00:00,21.82500,24.02500,27.64167,2.80000,,,,5.05833
03/11/2011 18:00:00,21.60000,23.85833,27.89167,2.52500,,,,4.06667
03/11/2011 19:00:00,20.06667,21.90000,27.27500,2.46667,,,,3.75833
03/11/2011 20:00:00,19.50833,21.36667,26.77500,1.79167,,,,3.77500
03/11/2011 21:00:00,19.01667,20.81667,26.30000,1.75833,,,,3.10000
03/11/2011 22:00:00,18.75000,20.49167,25.97500,1.50833,,,,2.89167
03/11/2011 23:00:00,18.57500,20.23333,25.83333,1.17500,,,,2.75000
03/12/2011 00:00:00,18.38333,20.04167,25.66667,1.01667,,,,2.45000
03/12/2011 01:00:00,18.25833,19.90000,25.45000,0.95833,,,,2.63333
03/12/2011 02:00:00,18.12500,19.67500,25.27500,0.85000,,,,2.33333
03/12/2011 03:00:00,18.03333,19.57500,25.12500,0.75833,,,,2.47500
03/12/2011 04:00:00,17.90833,19.45833,24.95833,0.69167,,,,2.31667
03/12/2011 05:00:00,17.90833,19.30833,24.83333,0.25000,,,,2.78333
03/12/2011 06:00:00,18.93333,20.47500,25.05000,0.25000,,,,2.75833
03/12/2011 07:00:00,18.65000,19.73333,25.04167,2.81667,,,,3.10833
03/12/2011 08:00:00,18.50833,19.61667,24.91667,3.63333,,,,3.91667
03/12/2011 09:00:00,18.34167,19.55833,24.80000,3.44167,,,,4.15000
03/12/2011 10:00:00,18.26667,19.50000,24.75000,3.90000,,,,5.23333
03/12/2011 11:00:00,18.20000,19.42500,24.68333,3.83333,,,,5.30833
03/12/2011 12:00:00,18.20000,19.40833,24.69167,4.14167,,,,5.75833
03/12/2011 13:00:00,18.18333,19.37500,24.66667,4.15833,,,,5.71667
03/12/2011 14:00:00,18.20833,19.34167,24.66667,4.24167,,,,5.76667
03/12/2011 15:00:00,18.18333,19.36667,24.66667,4.55000,,,,6.13333
03/12/2011 16:00:00,18.16667,19.30000,24.63333,4.50000,,,,6.28333
03/12/2011 17:00:00,18.00833,19.29167,24.60000,4.02500,,,,6.25000
03/12/2011 18:00:00,18.51667,19.26667,24.60000,3.55000,,,,6.07500
03/12/2011 19:00:00,18.50000,19.30000,24.61667,3.35833,,,,5.72500
03/12/2011 20:00:00,18.29167,19.28333,24.60000,3.03333,,,,5.19167
03/12/2011 22:00:00,18.25833,19.20833,24.53333,2.68333,,,,4.95833
03/12/2011 23:00:00,18.31667,19.86667,24.52500,2.40833,,,,4.65833
03/13/2011 00:00:00,18.03333,19.32500,24.62500,2.06667,,,,4.24167
03/13/2011 01:00:00,18.35000,20.15833,24.64167,1.58333,,,,4.05000
03/13/2011 02:00:00,17.99167,19.30833,24.63333,1.33333,,,,3.94167
03/13/2011 03:00:00,18.31667,20.02500,24.65833,0.99167,,,,3.65833
03/13/2011 04:00:00,17.91667,19.25833,24.57500,1.64167,,,,2.88333
03/13/2011 05:00:00,18.34167,20.00000,24.60000,1.94167,,,,2.42500
03/13/2011 06:00:00,18.23333,19.35000,24.60833,1.41667,,,,2.61667
03/13/2011 07:00:00,18.50000,19.29167,24.59167,1.50000,,,,2.64167
03/13/2011 08:00:00,18.38333,19.30000,24.59167,1.73333,,,,2.82500
03/13/2011 09:00:00,18.15000,19.27500,24.47500,2.35833,,,,2.79167
03/13/2011 10:00:00,18.00000,19.14167,24.40000,3.08333,,,,2.55000
03/13/2011 11:00:00,17.96667,19.12500,24.37500,5.24167,,,,3.46667
03/13/2011 12:00:00,18.18333,19.14167,24.32500,6.40833,,,,3.59167
03/13/2011 13:00:00,18.23333,19.17500,24.36667,6.85833,,,,3.77500
03/13/2011 14:00:00,18.26667,19.17500,24.40000,6.71667,,,,3.80000
03/13/2011 15:00:00,18.23333,19.19167,24.40000,5.80833,,,,3.60000
03/13/2011 16:00:00,18.08333,19.10833,24.40000,5.66667,,,,3.25000
03/13/2011 17:00:00,18.00000,19.02500,24.40000,4.75833,,,,2.80000
03/13/2011 18:00:00,18.38333,20.01667,24.46667,3.55833,,,,2.27500
03/13/2011 19:00:00,18.59167,19.35833,24.55000,2.49167,,,,1.63333
03/13/2011 20:00:00,18.32500,19.20833,24.43333,1.89167,,,,0.98333
03/13/2011 21:00:00,18.12500,18.98333,24.33333,1.79167,,,,0.28333
03/13/2011 22:00:00,17.97500,18.87500,24.20000,-0.15833,,,,-0.02500
03/13/2011 23:00:00,18.48333,20.10833,24.53333,-1.14167,,,,0.11667
03/14/2011 00:00:00,17.90000,19.05000,24.43333,-0.70000,,,,0.30833
03/14/2011 01:00:00,18.44167,20.07500,24.60000,-0.22500,,,,-0.12500
03/14/2011 02:00:00,18.30000,19.93333,24.49167,-0.48333,,,,-0.57500
03/14/2011 03:00:00,18.05833,19.30833,24.53333,-0.94167,,,,-1.03333
03/14/2011 04:00:00,18.35833,20.15833,24.56667,-1.12500,,,,-1.44167
03/14/2011 05:00:00,17.87500,19.15000,24.47500,-2.19167,,,,-2.15000
03/14/2011 06:00:00,18.61667,20.16667,24.62500,-2.51667,,,,-2.43333
03/14/2011 07:00:00,18.38333,19.20833,24.47500,-3.18333,,,,-2.30833
03/14/2011 08:00:00,20.70833,22.45833,25.05000,1.90000,,,,-2.18333
03/14/2011 09:00:00,21.29167,22.43333,26.16667,8.74167,,,,-1.65833
03/14/2011 10:00:00,21.60000,22.55833,26.55833,12.65833,,,,-1.15833
03/14/2011 11:00:00,21.16667,21.79167,26.73333,15.80833,,,,-0.12500
03/14/2011 12:00:00,21.47500,21.82500,26.95833,16.03333,,,,1.15000
03/14/2011 13:00:00,22.29167,22.05000,27.29167,15.35833,,,,1.39167
03/14/2011 14:00:00,23.51667,22.51667,27.65000,16.41667,,,,2.33333
03/14/2011 15:00:00,24.80833,23.46667,28.20000,12.45000,,,,3.79167
03/14/2011 16:00:00,25.70000,24.12500,28.77500,8.67500,,,,5.29167
03/14/2011 17:00:00,25.87500,24.60000,29.21667,6.51667,,,,6.57500
03/14/2011 18:00:00,24.92500,24.49167,29.43333,4.03333,,,,5.71667
03/14/2011 19:00:00,22.91667,23.76667,29.15000,2.69167,,,,4.21667
03/14/2011 20:00:00,21.50000,22.96667,28.59167,1.78333,,,,3.73333
03/14/2011 21:00:00,20.56667,22.20833,27.95000,1.03333,,,,3.12500
03/14/2011 22:00:00,19.90000,21.60833,27.30000,0.23333,,,,1.88333
03/14/2011 23:00:00,19.44167,21.11667,26.86667,-0.24167,,,,1.92500
03/15/2011 00:00:00,19.07500,20.72500,26.37500,-0.78333,,,,1.74167
03/15/2011 01:00:00,18.81667,20.40000,25.98333,-1.44167,,,,1.38333
